sample_name	unit_name	fq1	fq2	sra	adapters	strandedness
Chrom_50_3_h_G2	Chrom_50_3_h_G2	/Genomics/ayroleslab2/scott/git/chromium/data/acute/rna/2427__Chrom_50_3_h_G2-read-1.fastq.gz			-a file:/Genomics/argo/users/swwolf/git/crvi-acute/rna/config/adapters.fasta -m 20 --nextseq-trim=20 --overlap 2 --trim-n -e 0.05	none
Chrom_50_1_h_A11	Chrom_50_1_h_A11	/Genomics/ayroleslab2/scott/git/chromium/data/acute/rna/2427__Chrom_50_1_h_A11-read-1.fastq.gz			-a file:/Genomics/argo/users/swwolf/git/crvi-acute/rna/config/adapters.fasta -m 20 --nextseq-trim=20 --overlap 2 --trim-n -e 0.05	none
Chrom_40_1_h_G2	Chrom_40_1_h_G2	/Genomics/ayroleslab2/scott/git/chromium/data/acute/rna/2427__Chrom_40_1_h_G2-read-1.fastq.gz			-a file:/Genomics/argo/users/swwolf/git/crvi-acute/rna/config/adapters.fasta -m 20 --nextseq-trim=20 --overlap 2 --trim-n -e 0.05	none
Chrom_50_1_h_A4	Chrom_50_1_h_A4	/Genomics/ayroleslab2/scott/git/chromium/data/acute/rna/2427__Chrom_50_1_h_A4-read-1.fastq.gz			-a file:/Genomics/argo/users/swwolf/git/crvi-acute/rna/config/adapters.fasta -m 20 --nextseq-trim=20 --overlap 2 --trim-n -e 0.05	none
Chrom_40_2_h_G5	Chrom_40_2_h_G5	/Genomics/ayroleslab2/scott/git/chromium/data/acute/rna/2427__Chrom_40_2_h_G5-read-1.fastq.gz			-a file:/Genomics/argo/users/swwolf/git/crvi-acute/rna/config/adapters.fasta -m 20 --nextseq-trim=20 --overlap 2 --trim-n -e 0.05	none
Chrom_50_4_h_E10	Chrom_50_4_h_E10	/Genomics/ayroleslab2/scott/git/chromium/data/acute/rna/2427__Chrom_50_4_h_E10-read-1.fastq.gz			-a file:/Genomics/argo/users/swwolf/git/crvi-acute/rna/config/adapters.fasta -m 20 --nextseq-trim=20 --overlap 2 --trim-n -e 0.05	none
Chrom_40_4_h_A11	Chrom_40_4_h_A11	/Genomics/ayroleslab2/scott/git/chromium/data/acute/rna/2427__Chrom_40_4_h_A11-read-1.fastq.gz			-a file:/Genomics/argo/users/swwolf/git/crvi-acute/rna/config/adapters.fasta -m 20 --nextseq-trim=20 --overlap 2 --trim-n -e 0.05	none
Chrom_40_1_h_C1	Chrom_40_1_h_C1	/Genomics/ayroleslab2/scott/git/chromium/data/acute/rna/2427__Chrom_40_1_h_C1-read-1.fastq.gz			-a file:/Genomics/argo/users/swwolf/git/crvi-acute/rna/config/adapters.fasta -m 20 --nextseq-trim=20 --overlap 2 --trim-n -e 0.05	none
Chrom_50_1_h_G1	Chrom_50_1_h_G1	/Genomics/ayroleslab2/scott/git/chromium/data/acute/rna/2427__Chrom_50_1_h_G1-read-1.fastq.gz			-a file:/Genomics/argo/users/swwolf/git/crvi-acute/rna/config/adapters.fasta -m 20 --nextseq-trim=20 --overlap 2 --trim-n -e 0.05	none
Chrom_50_4_h_D2	Chrom_50_4_h_D2	/Genomics/ayroleslab2/scott/git/chromium/data/acute/rna/2427__Chrom_50_4_h_D2-read-1.fastq.gz			-a file:/Genomics/argo/users/swwolf/git/crvi-acute/rna/config/adapters.fasta -m 20 --nextseq-trim=20 --overlap 2 --trim-n -e 0.05	none
Chrom_40_4_h_E3	Chrom_40_4_h_E3	/Genomics/ayroleslab2/scott/git/chromium/data/acute/rna/2427__Chrom_40_4_h_E3-read-1.fastq.gz			-a file:/Genomics/argo/users/swwolf/git/crvi-acute/rna/config/adapters.fasta -m 20 --nextseq-trim=20 --overlap 2 --trim-n -e 0.05	none
Chrom_40_4_h_H12	Chrom_40_4_h_H12	/Genomics/ayroleslab2/scott/git/chromium/data/acute/rna/2427__Chrom_40_4_h_H12-read-1.fastq.gz			-a file:/Genomics/argo/users/swwolf/git/crvi-acute/rna/config/adapters.fasta -m 20 --nextseq-trim=20 --overlap 2 --trim-n -e 0.05	none
Chrom_40_4_h_C4	Chrom_40_4_h_C4	/Genomics/ayroleslab2/scott/git/chromium/data/acute/rna/2427__Chrom_40_4_h_C4-read-1.fastq.gz			-a file:/Genomics/argo/users/swwolf/git/crvi-acute/rna/config/adapters.fasta -m 20 --nextseq-trim=20 --overlap 2 --trim-n -e 0.05	none
Chrom_40_3_h_H5	Chrom_40_3_h_H5	/Genomics/ayroleslab2/scott/git/chromium/data/acute/rna/2427__Chrom_40_3_h_H5-read-1.fastq.gz			-a file:/Genomics/argo/users/swwolf/git/crvi-acute/rna/config/adapters.fasta -m 20 --nextseq-trim=20 --overlap 2 --trim-n -e 0.05	none
