sample_name	unit_name	fq1	fq2	sra	adapters	strandedness
Chrom_50_3_b_C3	Chrom_50_3_b_C3	/Genomics/ayroleslab2/scott/git/chromium/data/acute/rna/2427__Chrom_50_3_b_C3-read-1.fastq.gz			-a file:/Genomics/argo/users/swwolf/git/crvi-acute/rna/config/adapters.fasta -m 20 --nextseq-trim=20 --overlap 2 --trim-n -e 0.05	none
Chrom_40_2_b_C12	Chrom_40_2_b_C12	/Genomics/ayroleslab2/scott/git/chromium/data/acute/rna/2427__Chrom_40_2_b_C12-read-1.fastq.gz			-a file:/Genomics/argo/users/swwolf/git/crvi-acute/rna/config/adapters.fasta -m 20 --nextseq-trim=20 --overlap 2 --trim-n -e 0.05	none
Chrom_40_1_b_A11	Chrom_40_1_b_A11	/Genomics/ayroleslab2/scott/git/chromium/data/acute/rna/2427__Chrom_40_1_b_A11-read-1.fastq.gz			-a file:/Genomics/argo/users/swwolf/git/crvi-acute/rna/config/adapters.fasta -m 20 --nextseq-trim=20 --overlap 2 --trim-n -e 0.05	none
Chrom_50_4_b_E8	Chrom_50_4_b_E8	/Genomics/ayroleslab2/scott/git/chromium/data/acute/rna/2427__Chrom_50_4_b_E8-read-1.fastq.gz			-a file:/Genomics/argo/users/swwolf/git/crvi-acute/rna/config/adapters.fasta -m 20 --nextseq-trim=20 --overlap 2 --trim-n -e 0.05	none
Chrom_50_1_b_E10	Chrom_50_1_b_E10	/Genomics/ayroleslab2/scott/git/chromium/data/acute/rna/2427__Chrom_50_1_b_E10-read-1.fastq.gz			-a file:/Genomics/argo/users/swwolf/git/crvi-acute/rna/config/adapters.fasta -m 20 --nextseq-trim=20 --overlap 2 --trim-n -e 0.05	none
Chrom_40_4_b_B2	Chrom_40_4_b_B2	/Genomics/ayroleslab2/scott/git/chromium/data/acute/rna/2427__Chrom_40_4_b_B2-read-1.fastq.gz			-a file:/Genomics/argo/users/swwolf/git/crvi-acute/rna/config/adapters.fasta -m 20 --nextseq-trim=20 --overlap 2 --trim-n -e 0.05	none
Chrom_50_4_b_B9	Chrom_50_4_b_B9	/Genomics/ayroleslab2/scott/git/chromium/data/acute/rna/2427__Chrom_50_4_b_B9-read-1.fastq.gz			-a file:/Genomics/argo/users/swwolf/git/crvi-acute/rna/config/adapters.fasta -m 20 --nextseq-trim=20 --overlap 2 --trim-n -e 0.05	none
Chrom_50_3_b_G7	Chrom_50_3_b_G7	/Genomics/ayroleslab2/scott/git/chromium/data/acute/rna/2427__Chrom_50_3_b_G7-read-1.fastq.gz			-a file:/Genomics/argo/users/swwolf/git/crvi-acute/rna/config/adapters.fasta -m 20 --nextseq-trim=20 --overlap 2 --trim-n -e 0.05	none
Chrom_50_2_b_G8	Chrom_50_2_b_G8	/Genomics/ayroleslab2/scott/git/chromium/data/acute/rna/2427__Chrom_50_2_b_G8-read-1.fastq.gz			-a file:/Genomics/argo/users/swwolf/git/crvi-acute/rna/config/adapters.fasta -m 20 --nextseq-trim=20 --overlap 2 --trim-n -e 0.05	none
Chrom_40_1_b_E7	Chrom_40_1_b_E7	/Genomics/ayroleslab2/scott/git/chromium/data/acute/rna/2427__Chrom_40_1_b_E7-read-1.fastq.gz			-a file:/Genomics/argo/users/swwolf/git/crvi-acute/rna/config/adapters.fasta -m 20 --nextseq-trim=20 --overlap 2 --trim-n -e 0.05	none
Chrom_40_1_b_B5	Chrom_40_1_b_B5	/Genomics/ayroleslab2/scott/git/chromium/data/acute/rna/2427__Chrom_40_1_b_B5-read-1.fastq.gz			-a file:/Genomics/argo/users/swwolf/git/crvi-acute/rna/config/adapters.fasta -m 20 --nextseq-trim=20 --overlap 2 --trim-n -e 0.05	none
Chrom_40_1_b_E5	Chrom_40_1_b_E5	/Genomics/ayroleslab2/scott/git/chromium/data/acute/rna/2427__Chrom_40_1_b_E5-read-1.fastq.gz			-a file:/Genomics/argo/users/swwolf/git/crvi-acute/rna/config/adapters.fasta -m 20 --nextseq-trim=20 --overlap 2 --trim-n -e 0.05	none
Chrom_40_4_b_H9	Chrom_40_4_b_H9	/Genomics/ayroleslab2/scott/git/chromium/data/acute/rna/2427__Chrom_40_4_b_H9-read-1.fastq.gz			-a file:/Genomics/argo/users/swwolf/git/crvi-acute/rna/config/adapters.fasta -m 20 --nextseq-trim=20 --overlap 2 --trim-n -e 0.05	none
Chrom_50_3_b_E4	Chrom_50_3_b_E4	/Genomics/ayroleslab2/scott/git/chromium/data/acute/rna/2427__Chrom_50_3_b_E4-read-1.fastq.gz			-a file:/Genomics/argo/users/swwolf/git/crvi-acute/rna/config/adapters.fasta -m 20 --nextseq-trim=20 --overlap 2 --trim-n -e 0.05	none
